Id,SalePrice
1461,117763.24775906614
1462,159458.70723549763
1463,182911.82113086592
1464,194227.50611164517
1465,197426.2368217381
1466,171707.16903070942
1467,178555.78942076743
1468,159625.61430434315
1469,194068.75063776094
1470,114554.41061310563
1471,186876.4298789893
1472,93642.61007258148
1473,96527.43753849318
1474,147873.451718962
1475,117412.30753017245
1476,381093.8792473974
1477,250718.10667652573
1478,290834.57427970786
1479,285205.7961598864
1480,514273.99614070065
1481,326175.6986057896
1482,210600.0391335331
1483,181655.38878912214
1484,164196.6537624895
1485,186419.79560471515
1486,197321.02713478656
1487,322293.1762267791
1488,224336.67801339575
1489,208050.4258580832
1490,229885.367294736
1491,196581.52867161707
1492,95863.15391975132
1493,198150.768970542
1494,290567.5863185913
1495,275479.3270865359
1496,242320.92860224334
1497,181176.46776443056
1498,177746.31191687204
1499,159867.70123976137
1500,156031.9056686826
1501,179070.2688870989
1502,150956.69769511395
1503,292409.97647967626
1504,252429.81887536947
1505,230415.8372169858
1506,187570.2647257943
1507,249922.5946184286
1508,212745.4586481646
1509,160717.74050698007
1510,143227.78051672122
1511,157841.71088604385
1512,175855.6941523614
1513,147965.60829370603
1514,166255.5756362291
1515,198448.58189477492
1516,159939.62271224664
1517,169669.9153526575
1518,125813.03225184813
1519,221153.41941122722
1520,129618.75133746114
1521,131552.81528560305
1522,177472.19460955664
1523,107563.78422129748
1524,123352.66910818346
1525,117326.64371616265
1526,117574.86591739685
1527,102174.97895725984
1528,132495.6477578052
1529,137174.8269627423
1530,182715.64987719752
1531,115887.50113622456
1532,92183.58400357711
1533,138634.28091457256
1534,118875.30791459698
1535,158103.03091017046
1536,111721.16059402429
1537,64919.831099850475
1538,168445.99725150084
1539,206647.8156839224
1540,92375.55343911536
1541,147276.779130036
1542,132748.34117609428
1543,212733.9058507487
1544,83264.41839252025
1545,110819.34278829327
1546,131832.3070898812
1547,134715.63987467394
1548,125636.89575326521
1549,110406.93075658404
1550,134539.54800114137
1551,108856.37035035415
1552,129043.11575206825
1553,146266.00228168574
1554,116003.09870879611
1555,173974.60593451836
1556,75963.71889644772
1557,108035.14557991407
1558,89563.9669060889
1559,72375.09513377878
1560,128034.72188200461
1561,127016.40900362814
1562,127412.3091887447
1563,118953.53105218618
1564,148634.85470726457
1565,143859.8827660798
1566,237217.08232264378
1567,72792.20660334792
1568,232762.1641536221
1569,133124.16507023617
1570,136250.6406727314
1571,128404.8195263911
1572,138098.92160816526
1573,264624.3013308975
1574,110742.54289497934
1575,219448.70230167097
1576,235457.0944100638
1577,188039.30270570985
1578,148718.84262005097
1579,142189.45806712116
1580,195555.8035816864
1581,154009.85988813324
1582,123384.94407948217
1583,307845.16396249575
1584,220191.18092745706
1585,140631.55497750075
1586,70929.84470163191
1587,108500.20362531477
1588,150084.59024219736
1589,102323.4180654733
1590,133927.22749895806
1591,96448.380238782
1592,116553.050600616
1593,124200.68524248984
1594,114540.06661052072
1595,107659.68521791408
1596,224551.608226509
1597,179209.5117869293
1598,212151.00989507846
1599,173721.11700347593
1600,163483.64749263314
1601,65445.038224005504
1602,104631.66471387254
1603,72945.86244263912
1604,259638.20186413676
1605,251158.77242284213
1606,167015.32293934596
1607,166579.0319769378
1608,218621.39554381938
1609,186350.1255666161
1610,155863.89994395763
1611,147828.37719323472
1612,174173.69437093358
1613,162954.36585746013
1614,121815.495022676
1615,85984.37833517615
1616,73771.3926230868
1617,89022.32484301439
1618,128662.20682674574
1619,139123.1755411299
1620,166330.2782119666
1621,143187.11065845648
1622,136218.75466292156
1623,278838.67747017206
1624,216796.96848585334
1625,116563.85955790519
1626,158002.50549698944
1627,186250.18398895647
1628,281814.2124930284
1629,187581.18820211024
1630,344681.089630355
1631,205459.61338587783
1632,235604.13743246373
1633,174050.00694070684
1634,185017.88050123732
1635,178282.81594722535
1636,153928.75289085403
1637,196550.81472050745
1638,211047.21003440517
1639,188561.0304547446
1640,268105.4874569555
1641,186707.99337530005
1642,237277.54426604204
1643,233973.5053766184
1644,234085.9320445777
1645,202961.97133007317
1646,155599.11350040886
1647,155693.60846974116
1648,126795.3372268875
1649,137656.324350281
1650,116168.60978733466
1651,119204.31671339652
1652,96625.40308654144
1653,99333.26057368697
1654,146854.22940422158
1655,139321.25974039544
1656,141410.8436046361
1657,148073.26728901945
1658,143238.00679602454
1659,121594.53813555467
1660,158307.92179182393
1661,475645.8311793115
1662,379956.455137214
1663,384972.4516962416
1664,537741.0007476752
1665,297737.45324612694
1666,343801.01812963636
1667,393374.06312001654
1668,332373.8409706501
1669,307314.67629847256
1670,348302.50054504216
1671,264396.0345484416
1672,443546.60533050116
1673,296544.51580348454
1674,239882.98280628843
1675,195183.15710514685
1676,198370.67538443586
1677,218721.41414025176
1678,501813.19244485366
1679,404988.36524144554
1680,335034.91537228343
1681,240026.62163875805
1682,318234.639601006
1683,182302.20377075422
1684,176321.04383416192
1685,173710.34115682685
1686,171257.89057966528
1687,171973.20775715847
1688,190721.86389001636
1689,191887.87228265757
1690,195257.86773359013
1691,181712.3988517502
1692,255813.41507534153
1693,177436.68079909784
1694,180376.61718277744
1695,167553.6149734424
1696,278868.54170751176
1697,171369.6607556801
1698,333045.8522119291
1699,299712.01585139666
1700,238412.17770453598
1701,260479.46078957804
1702,252425.48765106517
1703,245777.66351065613
1704,278408.882500023
1705,233118.73877880292
1706,447984.1412778264
1707,216178.78794783706
1708,208519.2100763308
1709,282318.56396614306
1710,229282.98397845004
1711,279424.22248805844
1712,270780.40691616177
1713,282939.84288154833
1714,228748.17061142685
1715,213093.36981313783
1716,180289.5505561589
1717,172885.1177995665
1718,135688.592335568
1719,207250.1055679095
1720,243975.12670759214
1721,171131.37940328405
1722,136643.9143450194
1723,161417.8546060598
1724,210541.6463979757
1725,234603.13863585456
1726,185684.3738304569
1727,159926.39841984026
1728,184715.34637695883
1729,163104.53725001772
1730,154024.65759573964
1731,120883.37476281858
1732,121877.19830462695
1733,112795.49720824973
1734,127140.69107889985
1735,136926.1778788614
1736,111491.6455396181
1737,301747.56121567776
1738,234058.64203624928
1739,261419.97953957238
1740,230792.931382864
1741,196231.32268608126
1742,176078.573153428
1743,184370.67643153726
1744,296239.63589814515
1745,224111.70347191094
1746,194850.11529520122
1747,227655.07521496073
1748,236796.73714240812
1749,155829.32091760682
1750,137151.84148923666
1751,256229.87823230156
1752,115252.15949862023
1753,145371.2730922761
1754,201222.17697313477
1755,171004.10982734765
1756,124199.24034821175
1757,116567.14104478176
1758,145592.28912053074
1759,163461.51164918547
1760,166643.54165343725
1761,151650.65691258205
1762,167624.26857731535
1763,177774.50142867898
1764,113992.4643430212
1765,163207.01648084662
1766,173623.89679335937
1767,219814.9372619003
1768,138169.30593913604
1769,172357.5626640005
1770,150596.6780653178
1771,123344.49254376753
1772,134108.18367016452
1773,131408.27929918602
1774,132294.66314995525
1775,139372.30373436108
1776,121522.41899535629
1777,102461.30707106812
1778,140224.98854958362
1779,124183.27767721636
1780,177775.12558901575
1781,125464.26322839581
1782,91321.1879821715
1783,144722.6768846012
1784,111879.21265498616
1785,110396.56770230923
1786,135935.4916126008
1787,172926.93481551763
1788,58761.71688938583
1789,91031.05689747317
1790,75660.41370362093
1791,163723.59490498097
1792,156088.5933278879
1793,127737.62584970372
1794,155372.13656324436
1795,135091.88791351294
1796,122124.03103721044
1797,111277.3580503156
1798,118204.12752549825
1799,102997.57855122643
1800,119049.21583443943
1801,127623.03179463724
1802,137131.47611391652
1803,144573.65001346744
1804,138951.1720606906
1805,134500.09722494465
1806,118822.05164896521
1807,126030.39396720318
1808,121126.24784693946
1809,120866.88486269554
1810,142038.80383362924
1811,93881.90001876149
1812,90477.5827460003
1813,120719.44930076419
1814,94060.40986942063
1815,53079.27608282621
1816,100673.55499224804
1817,111549.79692646273
1818,157007.30798237293
1819,118179.51533244237
1820,61167.75985607224
1821,116640.95410848757
1822,147921.8145376589
1823,50364.00648221194
1824,132055.36882748597
1825,142088.14587081718
1826,101737.90680346536
1827,106181.19403334621
1828,137943.4256996504
1829,116660.65530741094
1830,147850.08171370745
1831,150561.19766260954
1832,79993.94997367554
1833,134663.57028639183
1834,128315.16078362844
1835,138966.0277031748
1836,124212.702125454
1837,92198.29670300556
1838,129526.25365313761
1839,94747.91977483235
1840,158849.15191693
1841,142671.3137769919
1842,78707.0285587124
1843,137863.52248810514
1844,130680.40109733821
1845,146358.83482804257
1846,156307.48062968493
1847,169687.56389802793
1848,50476.43990242915
1849,106883.7017805962
1850,121477.35482145063
